productId,name,category,position,totalScore,organicScore,topBlocked,eligibility,topFactor,topFactorPoints
LAB1000-0515,Садовый шланг LAB-0515,Спорт,527,53,53,false,ELIGIBLE,CTR,-6.1
LAB1000-0561,Автомагнитола LAB-0561,Инструменты,528,53,53,false,ELIGIBLE,Фото,5.3
LAB1000-0566,Кофемашина LAB-0566,Красота,529,53,53,true,ELIGIBLE,Фото,4.7
LAB1000-0567,Садовый шланг LAB-0567,Авто,530,53,53,false,ELIGIBLE,Фото,5.3
LAB1000-0592,Пылесос LAB-0592,Электроника,531,53,53,false,ELIGIBLE,Фото,4.8
LAB1000-0596,Смарт-часы LAB-0596,Красота,532,53,53,false,ELIGIBLE,CTR,-6.1
LAB1000-0600,Автомагнитола LAB-0600,Сад,533,53,53,false,ELIGIBLE,Фото,5
LAB1000-0619,Дрель LAB-0619,Продукты,534,53,53,false,ELIGIBLE,CTR,-4.3
LAB1000-0620,Садовый шланг LAB-0620,Сад,535,53,53,true,ELIGIBLE,Конверсия,-3.4
LAB1000-0627,Пылесос LAB-0627,Авто,536,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0636,Куртка LAB-0636,Красота,537,53,53,false,ELIGIBLE,CTR,-6.8
LAB1000-0637,Рюкзак LAB-0637,Авто,538,53,53,true,ELIGIBLE,CTR,-4.3
LAB1000-0650,Куртка LAB-0650,Сад,539,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0656,Мяч футбольный LAB-0656,Красота,540,53,53,false,ELIGIBLE,CTR,-6.1
LAB1000-0657,Пылесос LAB-0657,Авто,541,53,53,true,NOT_ELIGIBLE,Фото,-5.8
LAB1000-0672,Шуруповёрт LAB-0672,Электроника,542,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0675,Кофемашина LAB-0675,Спорт,543,53,53,true,ELIGIBLE,Фото,3.8
LAB1000-0690,Рюкзак LAB-0690,Сад,544,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0699,Куртка LAB-0699,Продукты,545,53,53,false,ELIGIBLE,Категория,2.8
LAB1000-0702,Оливковое масло LAB-0702,Электроника,546,53,53,false,ELIGIBLE,CTR,-3.4
LAB1000-0715,Конструктор LAB-0715,Спорт,547,53,53,false,ELIGIBLE,CTR,-4.3
LAB1000-0742,Автомагнитола LAB-0742,Электроника,548,53,53,true,ELIGIBLE,SEO,-3.3
LAB1000-0751,Рюкзак LAB-0751,Инструменты,549,53,53,false,ELIGIBLE,CTR,-6.8
LAB1000-0762,Куртка LAB-0762,Электроника,550,53,53,false,ELIGIBLE,CTR,-6.8
LAB1000-0769,Мяч футбольный LAB-0769,Продукты,551,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0771,Конструктор LAB-0771,Инструменты,552,53,53,false,ELIGIBLE,Категория,2.8
LAB1000-0787,Дрель LAB-0787,Авто,553,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0804,Смарт-часы LAB-0804,Одежда,554,53,53,false,ELIGIBLE,Фото,3.5
LAB1000-0810,Рюкзак LAB-0810,Сад,555,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0816,Рюкзак LAB-0816,Красота,556,53,53,false,ELIGIBLE,CTR,-7
LAB1000-0831,Автомагнитола LAB-0831,Инструменты,557,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0836,Крем для лица LAB-0836,Красота,558,53,53,false,ELIGIBLE,Фото,3.9
LAB1000-0837,Крем для лица LAB-0837,Авто,559,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0855,Наушники LAB-0855,Спорт,560,53,53,true,ELIGIBLE,SEO,-4.3
LAB1000-0861,Смарт-часы LAB-0861,Инструменты,561,53,53,false,ELIGIBLE,CTR,-7.7
LAB1000-0862,Куртка LAB-0862,Электроника,562,53,53,false,ELIGIBLE,CTR,-5.9
LAB1000-0871,Садовый шланг LAB-0871,Инструменты,563,53,53,false,ELIGIBLE,CTR,-4.3
LAB1000-0877,Мяч футбольный LAB-0877,Авто,564,53,53,false,ELIGIBLE,Фото,4.4
LAB1000-0887,Пылесос LAB-0887,Авто,565,53,53,false,ELIGIBLE,Фото,4.5
LAB1000-0900,Кофемашина LAB-0900,Сад,566,53,53,false,ELIGIBLE,CTR,-8.6
LAB1000-0916,Кофемашина LAB-0916,Красота,567,53,53,false,ELIGIBLE,Описание,-3.3
LAB1000-0922,Куртка LAB-0922,Электроника,568,53,53,false,ELIGIBLE,CTR,-6.8
LAB1000-0923,Наушники LAB-0923,Дом и сад,569,53,53,false,ELIGIBLE,Фото,3.9
LAB1000-0939,Пылесос LAB-0939,Продукты,570,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0948,Крем для лица LAB-0948,Детские товары,571,53,53,false,ELIGIBLE,CTR,-5
LAB1000-0962,Рюкзак LAB-0962,Электроника,572,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0965,Крем для лица LAB-0965,Спорт,573,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0976,Автомагнитола LAB-0976,Красота,574,53,53,false,ELIGIBLE,CTR,-5.2
LAB1000-0977,Пылесос LAB-0977,Авто,575,53,53,false,ELIGIBLE,CTR,-7
LAB1000-0988,Накрутка отзывов mega deal,Детские товары,576,53,53,true,ELIGIBLE,Фото,5.6
LAB1000-0028,Пылесос LAB-0028,Детские товары,577,52.5,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0073,Садовый шланг LAB-0073,Дом и сад,578,52.5,50,false,ELIGIBLE,Описание,-3.8
LAB1000-0352,Дрель LAB-0352,Электроника,579,52.5,50,false,ELIGIBLE,CTR,-7
LAB1000-0433,Оливковое масло LAB-0433,Дом и сад,580,52.5,50,false,ELIGIBLE,CTR,-5.2
LAB1000-0469,Крем для лица LAB-0469,Продукты,581,52.5,50,false,ELIGIBLE,CTR,-5.2
LAB1000-0021,Смарт-часы LAB-0021,Инструменты,582,52,52,false,ELIGIBLE,CTR,-3.4
LAB1000-0034,Смарт-часы LAB-0034,Одежда,583,52,52,true,ELIGIBLE,CTR,-5.9
LAB1000-0043,Смарт-часы LAB-0043,Дом и сад,584,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0065,Рюкзак LAB-0065,Спорт,585,52,52,false,ELIGIBLE,Фото,5.7
LAB1000-0071,Крем для лица LAB-0071,Инструменты,586,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0097,Куртка LAB-0097,Авто,587,52,52,false,ELIGIBLE,Фото,6.2
LAB1000-0113,Конструктор LAB-0113,Дом и сад,588,52,52,false,ELIGIBLE,SEO,-3.7
LAB1000-0116,Оливковое масло LAB-0116,Красота,589,52,52,true,NOT_ELIGIBLE,SEO,-3.7
LAB1000-0139,Наушники LAB-0139,Продукты,590,52,52,true,NOT_ELIGIBLE,SEO,-4
LAB1000-0164,Дрель LAB-0164,Одежда,591,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0176,Рюкзак LAB-0176,Красота,592,52,52,false,ELIGIBLE,CTR,-6.1
LAB1000-0182,Дрель LAB-0182,Электроника,593,52,52,false,ELIGIBLE,CTR,-6.1
LAB1000-0211,Автомагнитола LAB-0211,Инструменты,594,52,52,false,ELIGIBLE,CTR,-5.9
LAB1000-0212,Куртка LAB-0212,Электроника,595,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0214,Конструктор LAB-0214,Одежда,596,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0255,Кроссовки LAB-0255,Спорт,597,52,52,false,ELIGIBLE,Описание,-3.5
LAB1000-0261,Мяч футбольный LAB-0261,Инструменты,598,52,52,false,ELIGIBLE,CTR,-8.6
LAB1000-0270,Садовый шланг LAB-0270,Сад,599,52,52,false,ELIGIBLE,Фото,3.9
LAB1000-0292,Смарт-часы LAB-0292,Электроника,600,52,52,true,ELIGIBLE,CTR,-6.8
LAB1000-0295,Наушники LAB-0295,Спорт,601,52,52,false,ELIGIBLE,SEO,-4.3
LAB1000-0314,Дрель LAB-0314,Одежда,602,52,52,false,ELIGIBLE,Фото,3
LAB1000-0351,Шуруповёрт LAB-0351,Инструменты,603,52,52,false,ELIGIBLE,CTR,-7
LAB1000-0359,Шуруповёрт LAB-0359,Продукты,604,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0383,Крем для лица LAB-0383,Дом и сад,605,52,52,false,ELIGIBLE,CTR,-4.3
LAB1000-0387,Мяч футбольный LAB-0387,Авто,606,52,52,false,ELIGIBLE,CTR,-8.6
LAB1000-0394,Куртка LAB-0394,Одежда,607,52,52,false,ELIGIBLE,CTR,-5.2
LAB1000-0404,Шуруповёрт LAB-0404,Одежда,608,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0410,Кофемашина LAB-0410,Сад,609,52,52,false,ELIGIBLE,Описание,-3.3
LAB1000-0417,Кофемашина LAB-0417,Авто,610,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0418,Конструктор LAB-0418,Детские товары,611,52,52,false,ELIGIBLE,CTR,-6.1
LAB1000-0440,Шуруповёрт LAB-0440,Сад,612,52,52,false,ELIGIBLE,Фото,4.1
LAB1000-0445,Мяч футбольный LAB-0445,Спорт,613,52,52,false,ELIGIBLE,SEO,-4
LAB1000-0455,Пылесос LAB-0455,Спорт,614,52,52,false,ELIGIBLE,CTR,-4.3
LAB1000-0466,Кофемашина LAB-0466,Красота,615,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0471,Автомагнитола LAB-0471,Инструменты,616,52,52,false,ELIGIBLE,CTR,-4
LAB1000-0473,Садовый шланг LAB-0473,Дом и сад,617,52,52,false,ELIGIBLE,CTR,-5.9
LAB1000-0486,Пылесос LAB-0486,Красота,618,52,52,true,ELIGIBLE,CTR,-5.2
LAB1000-0520,Дрель LAB-0520,Сад,619,52,52,false,ELIGIBLE,Категория,2.8
LAB1000-0526,Крем для лица LAB-0526,Красота,620,52,52,false,ELIGIBLE,CTR,-8.6
LAB1000-0542,Пылесос LAB-0542,Электроника,621,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0563,Мяч футбольный LAB-0563,Дом и сад,622,52,52,false,ELIGIBLE,CTR,-5.2
LAB1000-0572,Кофемашина LAB-0572,Электроника,623,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0623,Шуруповёрт LAB-0623,Дом и сад,624,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0624,Дрель LAB-0624,Одежда,625,52,52,true,NOT_ELIGIBLE,Фото,-5.7
LAB1000-0626,Наушники LAB-0626,Красота,626,52,52,false,ELIGIBLE,CTR,-8.5
LAB1000-0666,Смарт-часы LAB-0666,Красота,627,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0728,Оливковое масло LAB-0728,Детские товары,628,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0733,Автомагнитола LAB-0733,Дом и сад,629,52,52,false,ELIGIBLE,CTR,-7
LAB1000-0746,Кофемашина LAB-0746,Красота,630,52,52,true,ELIGIBLE,CTR,-5.2
LAB1000-0753,Пылесос LAB-0753,Дом и сад,631,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0756,Пылесос LAB-0756,Красота,632,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0764,Куртка LAB-0764,Одежда,633,52,52,false,ELIGIBLE,CTR,-6.1
LAB1000-0770,Конструктор LAB-0770,Сад,634,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0772,Конструктор LAB-0772,Электроника,635,52,52,false,ELIGIBLE,CTR,-6.1
LAB1000-0774,Оливковое масло LAB-0774,Одежда,636,52,52,true,ELIGIBLE,CTR,-6.1
LAB1000-0788,Рюкзак LAB-0788,Детские товары,637,52,52,false,ELIGIBLE,CTR,-7.7
LAB1000-0805,Дрель LAB-0805,Спорт,638,52,52,false,ELIGIBLE,CTR,-8.8
LAB1000-0822,Мяч футбольный LAB-0822,Электроника,639,52,52,false,ELIGIBLE,Фото,6.2
LAB1000-0823,Мяч футбольный LAB-0823,Дом и сад,640,52,52,false,ELIGIBLE,CTR,-4.3
LAB1000-0830,Шуруповёрт LAB-0830,Сад,641,52,52,false,ELIGIBLE,CTR,-4.3
LAB1000-0849,Кофемашина LAB-0849,Продукты,642,52,52,false,ELIGIBLE,CTR,-6.8
LAB1000-0850,Садовый шланг LAB-0850,Сад,643,52,52,false,ELIGIBLE,Категория,2.8
LAB1000-0853,Оливковое масло LAB-0853,Дом и сад,644,52,52,false,ELIGIBLE,SEO,-3.7
LAB1000-0894,Дрель LAB-0894,Одежда,645,52,52,false,ELIGIBLE,CTR,-5.2
LAB1000-0924,Крем для лица LAB-0924,Одежда,646,52,52,false,ELIGIBLE,CTR,-8.6
LAB1000-0963,Куртка LAB-0963,Дом и сад,647,52,52,false,ELIGIBLE,SEO,-4
LAB1000-0712,Смарт-часы LAB-0712,Электроника,648,51.5,49,false,ELIGIBLE,CTR,-5.2
LAB1000-0035,Шуруповёрт LAB-0035,Спорт,649,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0036,Оливковое масло LAB-0036,Красота,650,51,51,true,ELIGIBLE,CTR,-5.2
LAB1000-0080,Смарт-часы LAB-0080,Сад,651,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0104,Кроссовки LAB-0104,Одежда,652,51,51,false,ELIGIBLE,Описание,-3.3
LAB1000-0123,Конструктор LAB-0123,Дом и сад,653,51,51,false,ELIGIBLE,SEO,-4
LAB1000-0135,Шуруповёрт LAB-0135,Спорт,654,51,51,false,ELIGIBLE,CTR,-8.6
LAB1000-0153,Смарт-часы LAB-0153,Дом и сад,655,51,51,false,ELIGIBLE,CTR,-6.1
LAB1000-0156,Кофемашина LAB-0156,Красота,656,51,51,false,ELIGIBLE,CTR,-5
LAB1000-0179,Наушники LAB-0179,Продукты,657,51,51,true,ELIGIBLE,Конверсия,-3.5
LAB1000-0198,Мяч футбольный LAB-0198,Детские товары,658,51,51,true,NOT_ELIGIBLE,Фото,-6
LAB1000-0210,Дрель LAB-0210,Сад,659,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0240,Оливковое масло LAB-0240,Сад,660,51,51,false,ELIGIBLE,Фото,5.3
LAB1000-0251,Конструктор LAB-0251,Инструменты,661,51,51,true,ELIGIBLE,SEO,-4
LAB1000-0272,Крем для лица LAB-0272,Электроника,662,51,51,true,NOT_ELIGIBLE,Фото,-6
LAB1000-0302,Куртка LAB-0302,Электроника,663,51,51,false,ELIGIBLE,Фото,6.2
LAB1000-0322,Кроссовки LAB-0322,Электроника,664,51,51,false,ELIGIBLE,CTR,-8.1
LAB1000-0362,Садовый шланг LAB-0362,Электроника,665,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0365,Садовый шланг LAB-0365,Спорт,666,51,51,true,ELIGIBLE,SEO,-4
LAB1000-0371,Кроссовки LAB-0371,Инструменты,667,51,51,false,ELIGIBLE,CTR,-8.6
LAB1000-0409,Кроссовки LAB-0409,Продукты,668,51,51,true,ELIGIBLE,CTR,-7.6
LAB1000-0412,Кроссовки LAB-0412,Электроника,669,51,51,true,ELIGIBLE,CTR,-6.8
LAB1000-0413,Оливковое масло LAB-0413,Дом и сад,670,51,51,true,ELIGIBLE,CTR,-5.9
LAB1000-0423,Наушники LAB-0423,Дом и сад,671,51,51,false,ELIGIBLE,Фото,3
LAB1000-0434,Мяч футбольный LAB-0434,Одежда,672,51,51,false,ELIGIBLE,CTR,-4.3
LAB1000-0462,Куртка LAB-0462,Электроника,673,51,51,false,ELIGIBLE,SEO,-4
LAB1000-0482,Смарт-часы LAB-0482,Электроника,674,51,51,false,ELIGIBLE,CTR,-4.3
LAB1000-0484,Дрель LAB-0484,Одежда,675,51,51,true,NOT_ELIGIBLE,Фото,5
LAB1000-0489,Дрель LAB-0489,Продукты,676,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0491,Мяч футбольный LAB-0491,Инструменты,677,51,51,false,ELIGIBLE,SEO,-4
LAB1000-0496,Дрель LAB-0496,Красота,678,51,51,true,ELIGIBLE,CTR,-6.1
LAB1000-0507,Крем для лица LAB-0507,Авто,679,51,51,true,NOT_ELIGIBLE,Фото,5.7
LAB1000-0546,Смарт-часы LAB-0546,Красота,680,51,51,false,ELIGIBLE,CTR,-8.6
LAB1000-0547,Пылесос LAB-0547,Авто,681,51,51,false,ELIGIBLE,Фото,6.2
LAB1000-0558,Автомагнитола LAB-0558,Детские товары,682,51,51,false,ELIGIBLE,CTR,-5.2
LAB1000-0581,Кроссовки LAB-0581,Инструменты,683,51,51,false,ELIGIBLE,Описание,-3.8
LAB1000-0587,Наушники LAB-0587,Авто,684,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0603,Рюкзак LAB-0603,Дом и сад,685,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0609,Автомагнитола LAB-0609,Продукты,686,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0621,Куртка LAB-0621,Инструменты,687,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0628,Наушники LAB-0628,Детские товары,688,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0647,Крем для лица LAB-0647,Авто,689,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0660,Мяч футбольный LAB-0660,Сад,690,51,51,false,ELIGIBLE,CTR,-8.6
LAB1000-0671,Кроссовки LAB-0671,Инструменты,691,51,51,false,ELIGIBLE,CTR,-7.6
LAB1000-0704,Смарт-часы LAB-0704,Одежда,692,51,51,false,ELIGIBLE,CTR,-6.1
LAB1000-0705,Смарт-часы LAB-0705,Спорт,693,51,51,false,ELIGIBLE,CTR,-5.2
LAB1000-0707,Смарт-часы LAB-0707,Авто,694,51,51,false,ELIGIBLE,CTR,-8.6
LAB1000-0747,Пылесос LAB-0747,Авто,695,51,51,true,ELIGIBLE,CTR,-5.2
LAB1000-0750,Кофемашина LAB-0750,Сад,696,51,51,false,ELIGIBLE,CTR,-6.1
LAB1000-0799,Мяч футбольный LAB-0799,Продукты,697,51,51,false,ELIGIBLE,Категория,2.8
LAB1000-0809,Шуруповёрт LAB-0809,Продукты,698,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0829,Наушники LAB-0829,Продукты,699,51,51,true,NOT_ELIGIBLE,CTR,-7.7
LAB1000-0841,Дрель LAB-0841,Инструменты,700,51,51,false,ELIGIBLE,CTR,-5.2
LAB1000-0867,Куртка LAB-0867,Авто,701,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0879,Пылесос LAB-0879,Продукты,702,51,51,false,ELIGIBLE,CTR,-7
LAB1000-0890,Крем для лица LAB-0890,Сад,703,51,51,false,ELIGIBLE,Описание,-3.8
LAB1000-0891,Рюкзак LAB-0891,Инструменты,704,51,51,false,ELIGIBLE,CTR,-6.8
LAB1000-0903,Куртка LAB-0903,Дом и сад,705,51,51,true,ELIGIBLE,CTR,-7.7
LAB1000-0926,Куртка LAB-0926,Красота,706,51,51,false,ELIGIBLE,CTR,-4.3
LAB1000-0927,Автомагнитола LAB-0927,Авто,707,51,51,false,ELIGIBLE,CTR,-7.7
LAB1000-0952,Конструктор LAB-0952,Электроника,708,51,51,false,ELIGIBLE,Категория,2.8
LAB1000-0958,Крем для лица LAB-0958,Детские товары,709,51,51,false,ELIGIBLE,CTR,-5.2
LAB1000-0968,Смарт-часы LAB-0968,Детские товары,710,51,51,true,ELIGIBLE,CTR,-6.1
LAB1000-0970,Крем для лица LAB-0970,Сад,711,51,51,false,ELIGIBLE,CTR,-8.6
LAB1000-0972,Кофемашина LAB-0972,Электроника,712,51,51,true,ELIGIBLE,CTR,-8.6
LAB1000-0980,Наушники LAB-0980,Сад,713,51,51,false,ELIGIBLE,CTR,-7
LAB1000-0064,Смарт-часы LAB-0064,Одежда,714,50.4,48,false,ELIGIBLE,CTR,-5.2
LAB1000-0451,Куртка LAB-0451,Инструменты,715,50.4,48,false,ELIGIBLE,CTR,-8.6
LAB1000-0919,Шуруповёрт LAB-0919,Продукты,716,50.4,48,false,ELIGIBLE,CTR,-5.2
LAB1000-0001,Наушники LAB-0001,Инструменты,717,50,50,true,NOT_ELIGIBLE,Фото,5.3
LAB1000-0004,Автомагнитола LAB-0004,Одежда,718,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0009,Кроссовки LAB-0009,Продукты,719,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0014,Мяч футбольный LAB-0014,Одежда,720,50,50,false,ELIGIBLE,CTR,-6.8
LAB1000-0024,Дрель LAB-0024,Одежда,721,50,50,true,NOT_ELIGIBLE,Фото,4.4
LAB1000-0070,Крем для лица LAB-0070,Сад,722,50,50,true,NOT_ELIGIBLE,Отзывы,3.4
LAB1000-0079,Крем для лица LAB-0079,Продукты,723,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0105,Дрель LAB-0105,Спорт,724,50,50,false,ELIGIBLE,CTR,-6.8
LAB1000-0106,Кофемашина LAB-0106,Красота,725,50,50,true,ELIGIBLE,CTR,-8.6
LAB1000-0110,Шуруповёрт LAB-0110,Сад,726,50,50,false,ELIGIBLE,CTR,-4.5
LAB1000-0112,Рюкзак LAB-0112,Электроника,727,50,50,false,ELIGIBLE,CTR,-7.6
LAB1000-0119,Смарт-часы LAB-0119,Продукты,728,50,50,false,ELIGIBLE,Конверсия,-3.1
LAB1000-0120,Оливковое масло LAB-0120,Сад,729,50,50,false,ELIGIBLE,CTR,-6.8
LAB1000-0137,Крем для лица LAB-0137,Авто,730,50,50,true,ELIGIBLE,CTR,-5.9
LAB1000-0138,Рюкзак LAB-0138,Детские товары,731,50,50,false,ELIGIBLE,Описание,-2.8
LAB1000-0186,Куртка LAB-0186,Красота,732,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0209,Дрель LAB-0209,Продукты,733,50,50,false,ELIGIBLE,CTR,-6.8
LAB1000-0230,Крем для лица LAB-0230,Сад,734,50,50,false,ELIGIBLE,Фото,5.3
LAB1000-0241,Пылесос LAB-0241,Инструменты,735,50,50,true,NOT_ELIGIBLE,Фото,-5.4
LAB1000-0308,Крем для лица LAB-0308,Детские товары,736,50,50,true,ELIGIBLE,CTR,-5.2
LAB1000-0329,Оливковое масло LAB-0329,Продукты,737,50,50,true,ELIGIBLE,CTR,-4.3
LAB1000-0340,Крем для лица LAB-0340,Сад,738,50,50,true,NOT_ELIGIBLE,Фото,-5.4
LAB1000-0353,Рюкзак LAB-0353,Дом и сад,739,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0392,Кроссовки LAB-0392,Электроника,740,50,50,true,NOT_ELIGIBLE,CTR,-4.3
LAB1000-0427,Пылесос LAB-0427,Авто,741,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0429,Садовый шланг LAB-0429,Продукты,742,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0448,Кроссовки LAB-0448,Детские товары,743,50,50,false,ELIGIBLE,SEO,-4
LAB1000-0464,Смарт-часы LAB-0464,Одежда,744,50,50,true,NOT_ELIGIBLE,CTR,-5.2
LAB1000-0474,Рюкзак LAB-0474,Одежда,745,50,50,false,ELIGIBLE,CTR,-6.1
LAB1000-0475,Садовый шланг LAB-0475,Спорт,746,50,50,false,ELIGIBLE,CTR,-6.1
LAB1000-0498,Кроссовки LAB-0498,Детские товары,747,50,50,false,ELIGIBLE,CTR,-7
LAB1000-0580,Конструктор LAB-0580,Сад,748,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0634,Оливковое масло LAB-0634,Одежда,749,50,50,false,ELIGIBLE,Категория,2.8
LAB1000-0713,Смарт-часы LAB-0713,Дом и сад,750,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0718,Автомагнитола LAB-0718,Детские товары,751,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0773,Крем для лица LAB-0773,Дом и сад,752,50,50,true,ELIGIBLE,CTR,-8.6
LAB1000-0781,Дрель LAB-0781,Инструменты,753,50,50,false,ELIGIBLE,CTR,-6.8
LAB1000-0782,Мяч футбольный LAB-0782,Электроника,754,50,50,false,ELIGIBLE,CTR,-3.6
LAB1000-0832,Автомагнитола LAB-0832,Электроника,755,50,50,true,ELIGIBLE,CTR,-7.6
LAB1000-0839,Конструктор LAB-0839,Продукты,756,50,50,false,ELIGIBLE,CTR,-7.7
LAB1000-0857,Пылесос LAB-0857,Авто,757,50,50,false,ELIGIBLE,CTR,-6.1
LAB1000-0866,Кофемашина LAB-0866,Красота,758,50,50,false,ELIGIBLE,CTR,-8.6
LAB1000-0882,Конструктор LAB-0882,Электроника,759,50,50,true,NOT_ELIGIBLE,Фото,-5.1
LAB1000-0885,Наушники LAB-0885,Спорт,760,50,50,false,ELIGIBLE,CTR,-5.2
LAB1000-0902,Автомагнитола LAB-0902,Электроника,761,50,50,false,ELIGIBLE,CTR,-6.8
LAB1000-0913,Оливковое масло LAB-0913,Дом и сад,762,50,50,false,ELIGIBLE,CTR,-7.7
LAB1000-0941,Кофемашина LAB-0941,Инструменты,763,50,50,false,ELIGIBLE,CTR,-5
LAB1000-0947,Шуруповёрт LAB-0947,Авто,764,50,50,false,ELIGIBLE,CTR,-7.7
LAB1000-0949,Оливковое масло LAB-0949,Продукты,765,50,50,true,NOT_ELIGIBLE,Фото,-5.7
LAB1000-0960,Дрель LAB-0960,Сад,766,50,50,false,ELIGIBLE,CTR,-6.1
LAB1000-0979,Пылесос LAB-0979,Продукты,767,50,50,false,ELIGIBLE,CTR,-7.7
LAB1000-0987,Пылесос LAB-0987,Авто,768,50,50,true,ELIGIBLE,Фото,-3.9
LAB1000-0172,Конструктор LAB-0172,Электроника,769,49.4,47,false,ELIGIBLE,CTR,-4.3
LAB1000-0487,Пылесос LAB-0487,Авто,770,49.4,47,false,ELIGIBLE,CTR,-7.7
LAB1000-0048,Смарт-часы LAB-0048,Детские товары,771,49,49,false,ELIGIBLE,CTR,-6.8
LAB1000-0051,Оливковое масло LAB-0051,Инструменты,772,49,49,false,ELIGIBLE,CTR,-8.6
LAB1000-0085,Садовый шланг LAB-0085,Спорт,773,49,49,false,ELIGIBLE,CTR,-6.8
LAB1000-0086,Рюкзак LAB-0086,Красота,774,49,49,false,ELIGIBLE,CTR,-7
LAB1000-0093,Автомагнитола LAB-0093,Дом и сад,775,49,49,true,NOT_ELIGIBLE,Фото,-5.2
LAB1000-0161,Кофемашина LAB-0161,Инструменты,776,49,49,false,ELIGIBLE,CTR,-5.2
LAB1000-0187,Кофемашина LAB-0187,Авто,777,49,49,true,ELIGIBLE,CTR,-7.7
LAB1000-0216,Рюкзак LAB-0216,Красота,778,49,49,false,ELIGIBLE,CTR,-7.7
LAB1000-0238,Автомагнитола LAB-0238,Детские товары,779,49,49,false,ELIGIBLE,CTR,-8.6
LAB1000-0257,Садовый шланг LAB-0257,Авто,780,49,49,true,ELIGIBLE,Категория,2.8
LAB1000-0288,Автомагнитола LAB-0288,Детские товары,781,49,49,false,ELIGIBLE,CTR,-7.7
LAB1000-0294,Шуруповёрт LAB-0294,Одежда,782,49,49,false,ELIGIBLE,CTR,-6.8
LAB1000-0331,Мяч футбольный LAB-0331,Инструменты,783,49,49,false,ELIGIBLE,CTR,-7.9
LAB1000-0345,Кроссовки LAB-0345,Спорт,784,49,49,false,ELIGIBLE,CTR,-5.2
LAB1000-0373,Шуруповёрт LAB-0373,Дом и сад,785,49,49,false,ELIGIBLE,CTR,-7.7
LAB1000-0378,Рюкзак LAB-0378,Детские товары,786,49,49,false,ELIGIBLE,CTR,-8.1
LAB1000-0437,Куртка LAB-0437,Авто,787,49,49,false,ELIGIBLE,CTR,-6.8
LAB1000-0508,Пылесос LAB-0508,Детские товары,788,49,49,false,ELIGIBLE,CTR,-7.7
